username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
;2019-03-21 22:13;0;1;"I stopped using $ XLF as a bank proxy when I saw that it included $ BRK";;;;"1108854123808456704";https://twitter.com/FlyrUsr/status/1108854123808456704
;2019-03-21 22:09;0;1;"$ H $ HD $ BAC $ WFC $ CVX $ XOM $ BRK $ IBM $ UNH $ V $ AXP $ PM $ MA $ WMT $ USB $ CI $ COP $ AMT $ UTX $ NGVT $ NKE $ MMM Largest MOC BUYSpic.twitter.com/rx8oc1Xbb4";;;;"1108853068681011200";https://twitter.com/TeresaTrades/status/1108853068681011200
;2019-03-21 21:59;0;0;"BreakoutCoin $ BRK crossed 10-day low (0.00000705 BTC, -5.87% change). https://twitter.com/GetCoinAlerts/status/1106345794087669767 …";;;;"1108850686836527105";https://twitter.com/GetCoinAlerts/status/1108850686836527105
;2019-03-21 21:54;0;0;"his Member Start 0.06 Now Reached 43 BTC !! Join : http://t.me/Monsterpumper $ ERC $ RADS $2GIVE $ LGD $ AUR $ NEOS $ EFL $ DGD $ PINK $ XMY $ BRK $ SBD $ BTA $ CLUB $ XDN $ NLG $ VRM $ QWARK $ COVAL $ ADT $ INCNT $ XWC $ DAR $ MLN $ NBT $ XCP $ BITB $ FTC $ THC $ AMP $ BTC $ ETH $ CBC $ OCN";;;;"1108849369673920512";https://twitter.com/cryptorich9/status/1108849369673920512
;2019-03-21 21:47;0;2;"Yes I see $ BRK heading up slowly now with $ BRKOA it's a matter of time I suppose if they announce major oil sales. # BD1 $ BDI was messed up with the cap raise and is failing to rise till further + news";;;#;"1108847674206240768";https://twitter.com/Property365247/status/1108847674206240768
;2019-03-21 21:42;0;0;"As an Opioid Addict, You Don't Survive! You DIE OUT! # Allergan Has >1,300 Legal Matters. Trade The $ agn Charts Knowing They Played a Role In Genocide of Generations For Profit! Where You Gonna Be When The PRs Drop? $ tst $ endp $ brk $ bhc $ myl $ pfe $ ms $ gs $ wfc $ jpm $ iep $ amznpic.twitter.com/57PzZTQ23n";;;#;"1108846450849517569";https://twitter.com/brianfires/status/1108846450849517569
;2019-03-21 21:27;0;0;"0.01 BTC Change 100 BTC Join : http://t.me/Monsterpumper $ XVC $ FAIR $ ION $ OMNI $ PDC $ INFX $ XMG $ RBY $ GEO $ EXCL $ GRC $ SEQ $ XST $ PTC $ BTC $ ETH $ ICX $ TRX $ NEOS $ EFL $ DGD $ PINK $ XMY $ BRK $ SBD $ BTA $ CLUB $ XDN $ CANN $ GAM $ VRC $ CLAM $ GAS $ YOYO";;;;"1108842698901876736";https://twitter.com/joozo202/status/1108842698901876736
;2019-03-21 21:25;1;2;"All the gear but no idea # golf # tulsa $ BRK @Cherokee Hills Golf Course https://www.instagram.com/p/BvSQ3GnhBh_LaxK8TMG-yg7hV4y4ygAm_rrReE0/?utm_source=ig_twitter_share&igshid=1v6cu8x9fiz05 …";;@Cherokee;# #;"1108842084012716032";https://twitter.com/jbgathanasiou/status/1108842084012716032
;2019-03-21 21:21;0;0;"A Must Read On The Opioid Crisis & Legal Matters. But It's Too Late For Way Too Many! Generations Of GENOCIDE! Horrific! $ aapl $ amzn $ agn $ brk $ bhc $ crm $ cmg $ ms $ gs $ jpm $ bac $ c $ endo $ teva $ myl $ mrk $ jnj $ ko $ iep $ ibm $ pep $ tst $ hlf $ googl $ fb $ nke $ ba https://onezero.medium.com/meet-the-hillbilly-lawyer-fighting-to-take-down-big-pharma-f7edbd06fcbf …pic.twitter.com/xifsPz1d3G";;;;"1108841033507442715";https://twitter.com/brianfires/status/1108841033507442715
;2019-03-21 20:38;0;0;"$ BRK $ UNP: Midwest Floods Stymie Rail Operations: https://www.StockNewsWires.com/brk-unp-midwest-floods-stymie-rail-operations/ …";;;;"1108830174156599296";https://twitter.com/StockNewsWires/status/1108830174156599296
;2019-03-21 20:13;0;1;"Ya $ BRK and $BD1 Green with BRK finally but so illiquid that I wouldnt get that price.. BD1 just gotta wait for some results I guess. It tanked on the non-result of a side project.";;;;"1108823959166816256";https://twitter.com/AsXbaggie/status/1108823959166816256
;2019-03-21 19:50;0;0;"# estate asset watch - top money flow Thursday (share price x volume traded) - $ AMZN $ AAPL $ BIIB $ MU $ AMD $ NVDA $ NFLX $ BA $ MSFT $ DIS $ FB $ BAC $ JPM $ TSLA $ BABA $ GOOGL $ WFC $ GOOG $ C $ EA $ MA $ V $ SQ $ CSCO $ GS $ CAG $ WP $ WDC $ ORCL $ DWDP $ INTC $ T $ KO $ HD $ BRK $ PYPL $ AVGO $ PFE $ ATVI $ CRMpic.twitter.com/SSSRMMeWpt";;;#;"1108818063292579845";https://twitter.com/TheBurdetteLawF/status/1108818063292579845
;2019-03-21 18:54;0;0;"his Member Start 0.06 Now Reached 43 BTC !! Join : http://t.me/Monsterpumper $ XVC $ FAIR $ ION $ OMNI $ PDC $ INFX $ XMG $ RBY $ GEO $ EXCL $ GRC $ SEQ $ XST $ PTC $ NEOS $ EFL $ DGD $ PINK $ XMY $ BRK $ SBD $ BTA $ CLUB $ XDN $ CANN $ GAM $ VRC $ CLAM $ BTC $ ETH $ CBC $ OCN";;;;"1108804067990491136";https://twitter.com/cryptorich9/status/1108804067990491136
;2019-03-21 18:27;0;0;"Who Can Make 1687% Profit ? We Are Join : http://t.me/Monsterpumper $ BTC $ ETH $ BNB $ EOS $ ONT $ BITB $ FTC $ THC $ AMP $ ERC $ RADS $2GIVE $ LGD $ AUR $ NEOS $ EFL $ DGD $ PINK $ XMY $ BRK $ SBD $ BTA $ CLUB $ XDN $ CANN $ GAM $ VRC $ CLAM $ XVC $ FAIR $ ION $ OMNI $ PDC $ INFX $ XMG $ RBY $ IOTA $ IOST";;;;"1108797400414511104";https://twitter.com/joo20429/status/1108797400414511104
;2019-03-21 17:39;0;0;"# Boeing's 2019 Proxy Statement Contains Evidence of a Lack of Controls Over Financial Reporting! $ aapl $ amzn $ agn $ brk $ bhc $ crm $ cmg $ esrx $ f $ ge $ gm $ hlf $ iep $ ibm $ dal $ ko $ iep $ ms $ gs $ wfc $ bac $ c $ jpm $ pfe $ googl $ tst $ msft $ mcd $ luv $ wmt $ kr $ tsla $ teva $ shak $ bmy $ ba $ mylpic.twitter.com/ZrS5WRpwBe";;;#;"1108785307489583106";https://twitter.com/brianfires/status/1108785307489583106
