username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
;2019-03-15 23:38;0;0;"Scan results - MACD Bullish Centerline Cross today: $ DO $ AVGO $ ORAN $ AMP $ WAGE $ AMRX $ SJM $ CBOE $ ICHR $ ASGN $ T $ CG $ BMRN $ TWO $ STM $ AMG $ RGA $ CCJ $ KDP $ VOD ...https://swingtradebot.com/events/66-macd-bullish-centerline-cross/equities?selected_date=2019-03-15 …";;;;"1106701112525111296";https://twitter.com/SwingTradeBot/status/1106701112525111296
;2019-03-15 23:36;0;0;"Scan results - Expansion Breakout today: $ SWI $ DOMO $ HTHT $ ULTA $ AVGO $ WEC $ AWK $ AEP $ ES $ CREE $ IRDM $ YUMC $ VYGR $ LNT $ ORAN $ ENV $ VFF $ BEN $ TXN $ CMS ...https://swingtradebot.com/events/45-expansion-breakout/equities?selected_date=2019-03-15 …";;;;"1106700724283543555";https://twitter.com/SwingTradeBot/status/1106700724283543555
;2019-03-15 23:34;0;0;"Scan results - MACD Bullish Signal Line Cross today: $ RUBY $ SWI $ DOMO $ ULTA $ AVGO $ WLL $ PAAS $ CURO $ VCYT $ GD $ CISN $ BEN $ ARR $ TXN $ REXR $ VEEV $ C $ ORI $ NTAP $ IVZ ...https://swingtradebot.com/events/64-macd-bullish-signal-line-cross/equities?selected_date=2019-03-15 …";;;;"1106700335593259013";https://twitter.com/SwingTradeBot/status/1106700335593259013
;2019-03-15 23:30;0;0;"Scan results - New 52 Week Closing High today: $ SWI $ DOMO $ RARX $ ULTA $ AVGO $ WPC $ WEC $ JBGS $ AWK $ GH $ AEP $ ES $ CREE $ COLD $ IRDM $ CMCSA $ LNT $ PG $ EPRT $ ENV ...https://swingtradebot.com/events/68-new-52-week-closing-high/equities?selected_date=2019-03-15 …";;;;"1106699304666836994";https://twitter.com/SwingTradeBot/status/1106699304666836994
;2019-03-15 23:25;0;0;"$ AVGO $ ULTA $ TSLA $ ADBE $ ORCL $ FB $ BPTH killed the watch list. But I traded like crap today.https://stocktwits.com/SwingingForward/message/157296985 …";;;;"1106697965903728640";https://twitter.com/SwingingForward/status/1106697965903728640
;2019-03-15 23:23;1;6;"TODAY'S LIVE TRADING WEBINAR RE-CAP FOR 3/15/2019 $ BA LONG $368.35-->$385 $ ULTA LONG $$330-->$345 $ HTHT LONG $38-->$42 $ AVGO LONG $283-->$299 $ RDKA SHORT $9.50-->$7.50 $ ACHV SHORT $4.5-->$3 $ HIIQ LONG $31-->$36 $ SLNO LONG $2.55-->$5 $ TLYS LONG $10.50-->12https://www.youtube.com/watch?v=zNDlrdfYvUE …";;;;"1106697437974917120";https://twitter.com/AjTrader7/status/1106697437974917120
;2019-03-15 23:23;0;1;"Placed my first $ NIO order for today’s trading at $5.75 and fell asleep. I wonder is some1 is looking out for me. $ AAPL $ AMZN $ TSLA $ MSFT $ NFLX $ AMD $ FB $ NVDA $ PG $ XPO $ JPM $ AVGO $ WFC $ GOOGL $ ADBE $ SQ $ ORCL $ TWTR $ MU $ CIEN $ HD $ JNJ $ JD $ CSCO $ INTC $ XOM $ MA $ CRM $ CVS $ BRK $ OW $ BApic.twitter.com/EwtWdl4ZWm";;;;"1106697361370185728";https://twitter.com/Stockdog101/status/1106697361370185728
;2019-03-15 23:18;0;0;"Just a few of this weeks winning options trade ideas $ NVDA MAR15 147C 5.30 to 23.15 +336% $ BA MAR15 375C 1.85 to 10.50 +470% $ COUP MAR15 95C .35 to 2.20 +528% $ AMZN MAR15 1700C 5.00 to 18.6 +272% $ AVGO MAR15 270C 7.40 to 29.2 +292% http://t.me/stock_alerts pic.twitter.com/vWahnOmb5a";;;;"1106696296499478528";https://twitter.com/stockalertsio/status/1106696296499478528
;2019-03-15 23:15;0;0;"Please see @ SwingingForward Watchlist Recap! The total dollar per share potential was $66.11 today! $ AVGO $ ULTA $ ORCL $ FB $ BPTH $ TSLA $ ADBEpic.twitter.com/xLNjWfSWOL";;@;;"1106695505478860800";https://twitter.com/_UnitedTraders/status/1106695505478860800
;2019-03-15 23:07;0;0;"New York: Broadcom $ AVGO Stock Has Just Had Its "Hold" Rating Reiterated by Macquarie. Shares now Have a $280 Target https://www.mmahotstuff.com/2019/03/15/new-york-broadcom-nasdaqavgo-stock-has-just-had-its-hold-rating-reiterated-by-macquarie-shares-now-have-a-280-target.html …";;;;"1106693521250095105";https://twitter.com/mmahotstuff1/status/1106693521250095105
